title,slug,excerpt,content,category,tags,featured
"Buy-to-Let in 2025: Is It Still Worth It?","buy-to-let-2025-guide","Tax changes, higher mortgage rates, and tighter regulation have reshaped buy-to-let. Here's an honest assessment of whether it still stacks up in 2025.","<p>Buy-to-let has changed fundamentally since 2016. The mortgage interest tax relief restriction, the 3% stamp duty surcharge, and significantly higher borrowing costs have compressed margins. But the question isn't whether the market has changed - it has - it's whether the numbers still work for your specific situation.</p><p><strong>What the numbers look like now:</strong> A property yielding 6% gross in 2019 with a 2% mortgage might have cleared 3-4% net. The same property with a 5% mortgage might clear 1-2% net - before voids, maintenance, and management fees.</p><p><strong>Where BTL still works:</strong> High-yield areas (7%+ gross) - parts of the North West, Yorkshire, the Midlands. HMOs and multi-let properties. Short-term lets in tourist areas. New builds with developer incentives.</p><p>The investors we work with who perform well all share one characteristic: they run the numbers ruthlessly before buying, not after.</p>","Finance & Mortgages","investors,buy-to-let,finance-mortgages",0
"How to Negotiate a Property Price in the UK","how-to-negotiate-property-price-uk","Most buyers accept the asking price or guess how much to offer. Here's the data-driven approach professional negotiators use.","<p>Most buyers negotiate emotionally. They offer 5% below asking because ""that's what you do"" and then panic-match the next competing bid. Professional buyers think differently.</p><p><strong>Step 1 - Know the market value:</strong> Pull comparable sales from Land Registry data within 0.25 miles, same property type, within the last 6 months. Adjust for size, condition, and amenities. This is your anchor, not the asking price.</p><p><strong>Step 2 - Understand the seller's position:</strong> How long has it been listed? Has it been reduced before? Is it a probate sale? Chain-free? Motivated sellers give you more room.</p><p><strong>Step 3 - Make a credible offer:</strong> A cash buyer or AIP-holder with a solicitor instructed is more attractive than a higher offer from someone still saving their deposit. Position matters.</p><p><strong>Step 4 - Use the survey:</strong> A Level 2 or 3 survey finding issues gives you a legitimate basis for renegotiation post-offer. Never waive the right to renegotiate.</p>","Buying Guides","negotiation,buyers-agent,buying-guides",0
"What Happens After Your Offer Is Accepted in the UK","conveyancing-explained-uk-buyers","Your offer has been accepted - congratulations. Now the real work begins. Here's exactly what happens next, in order.","<p>Offer accepted is not the same as property secured. Around 30% of UK sales fall through after offer acceptance. The most common causes: survey issues, mortgage problems, a better offer from another buyer, and solicitor delays.</p><p><strong>Day 1-3:</strong> Instruct your solicitor. If you haven't chosen one yet, you're already behind. Your solicitor requests the draft contract and title documents from the seller's solicitor.</p><p><strong>Week 1-2:</strong> Order your survey. Apply for your formal mortgage (not just AIP). Your solicitor raises enquiries on the contract.</p><p><strong>Week 3-5:</strong> Searches are returned (local authority, drainage, environmental). Your solicitor reviews them for red flags. Mortgage offer is issued.</p><p><strong>Week 6-8:</strong> All enquiries satisfied. Solicitors agree a completion date. You sign the contract and pay your deposit.</p><p><strong>Exchange of contracts:</strong> This is the legally binding moment. Both parties are committed. Pulling out now means losing your deposit.</p>","Legal & Conveyancing","conveyancing,legal-conveyancing,buying-guides",0
"How to Research an Area Before Buying Property","area-research-before-buying-uk","Moving somewhere new? Here's how to properly research a neighbourhood before committing to a purchase - and the mistakes most buyers make.","<p>Most buyers research online. They check school Ofsted ratings, look at crime maps, and read estate agent write-ups. These are starting points, not research. Here's what professional buyers actually do.</p><p><strong>Visit at different times:</strong> A street that looks charming at 11am on a Saturday is different on a Tuesday at 7am or a Friday at 11pm. Drive and walk it at multiple times over multiple days.</p><p><strong>Check planning applications:</strong> The local planning portal shows every application within the postcode. That empty field next door could have permission for 80 flats.</p><p><strong>Talk to locals:</strong> Knock on a neighbour's door, visit the local pub or cafe. Ask what the area's like. People are usually honest and helpful.</p><p><strong>Check flood risk:</strong> The Environment Agency flood map is free and should be mandatory for any property near water or in low-lying areas.</p><p><strong>School catchments:</strong> These can change annually. Contact the admissions office of your target school directly - do not rely on estate agent claims.</p>","Buying Guides","research,first-time-buyers,buying-guides",0
"Leasehold vs Freehold: What Every UK Buyer Must Know","leasehold-vs-freehold-uk-guide","Confused about leasehold and freehold? This plain-English guide explains the difference, the risks, and what to check before you buy.","<p>Around 70% of flats in England and Wales are sold leasehold. Many buyers discover what that actually means only after they've exchanged contracts. Here's what you need to know before you buy.</p><p><strong>Freehold</strong> means you own the property and the land it sits on outright and indefinitely. There is no landlord. There are no ground rents.</p><p><strong>Leasehold</strong> means you own the right to occupy the property for a fixed number of years - typically 125 or 250 when new. A freeholder retains ownership of the building and land, and you pay ground rent and service charges to them.</p><p><strong>Lease length:</strong> Anything below 80 years is a serious problem. Mortgage lenders typically require at least 70-85 years remaining. Below 80 years, extending the lease becomes significantly more expensive due to the marriage value calculation.</p><p><strong>Ground rent:</strong> Since the Leasehold Reform (Ground Rent) Act 2022, ground rents on new residential leases must be zero. But older leases may carry ground rents that double every 10-25 years - some lenders will refuse to mortgage properties with such clauses.</p><p><strong>Service charges:</strong> Ask for the last three years of accounts and any upcoming Section 20 major works notices. A building with a new roof on the horizon could mean a five-figure bill you inherit as buyer.</p>","Legal & Conveyancing","leasehold,freehold,conveyancing,legal-conveyancing",1
"The True Cost of Buying a Home in the UK","true-cost-of-buying-a-home-uk","Most buyers budget for the deposit and not much else. Here's the full breakdown of every cost involved - so nothing catches you off guard.","<p>The deposit is just the beginning. Buyers who budget only for the purchase price routinely face a cash shortfall at completion. Here is every cost you need to account for.</p><p><strong>Stamp Duty Land Tax:</strong> On a £400,000 property, a first-time buyer pays £5,000; a second-time buyer pays £10,000; a buyer with an existing property pays £22,000 including the 3% surcharge.</p><p><strong>Solicitor fees:</strong> £1,500-£3,000 including searches. Get three quotes and read the small print on disbursements.</p><p><strong>Mortgage arrangement fee:</strong> £0-£2,000 depending on the product. Run the total cost calculation over the fixed term before choosing a rate.</p><p><strong>Survey:</strong> £400-£1,500 depending on level. Never skip it.</p><p><strong>Removal costs:</strong> £500-£3,000. Book early - removal companies fill up weeks in advance.</p><p><strong>Buildings insurance:</strong> Required from exchange day. Budget £150-£400 per year.</p><p><strong>Immediate works:</strong> Budget 1-2% of the purchase price as a contingency for decoration, repairs, and servicing. A buyer purchasing at £400,000 should realistically budget £15,000-£25,000 in additional costs beyond the deposit.</p>","Finance & Mortgages","costs,mortgage,first-time-buyers,finance",1
"How to Choose a Conveyancing Solicitor in the UK","how-to-choose-conveyancing-solicitor-uk","Your solicitor is the single biggest factor in how fast your purchase completes. Here's how to choose the right one.","<p>Most buyers pick a solicitor on price. That is often the most expensive mistake they make. A £200 saving on legal fees is irrelevant if a slow firm causes your purchase to collapse.</p><p><strong>Regulated and qualified:</strong> Your solicitor must be regulated by the SRA or the CLC. Check the register before instructing anyone.</p><p><strong>Clear fee structure:</strong> The quote should itemise legal fees separately from disbursements. Ask whether the fee is fixed and what happens if the purchase falls through.</p><p><strong>Responsiveness:</strong> Ask how they communicate and what their typical response time is. A solicitor who takes four days to return calls will cost you far more than their fee suggests.</p><p><strong>Leasehold experience:</strong> If buying leasehold, ask specifically about their leasehold volume. Not every conveyancer is equally equipped for it.</p><p><strong>Online vs local:</strong> Online conveyancers are often cheaper. Local solicitors offer face-to-face contact and sometimes stronger agent relationships. For complex purchases - leasehold, new build, unusual title - local specialist knowledge is worth paying for. Get three quotes. Appoint before you make an offer - you lose time every day you wait.</p>","Legal & Conveyancing","conveyancing,legal-conveyancing,solicitor,buying-guides",1
"New Build vs Resale Property: Which Is Right for You?","new-build-vs-resale-property-uk","New builds offer warranties and no chain. Resale offers character and negotiating room. Here's a clear-eyed comparison.","<p>The choice between new build and resale is one of the most consequential decisions in the buying process. Both have genuine advantages - the question is which match your situation.</p><p><strong>The case for new build:</strong> 10-year NHBC warranty, lower running costs, no chain, and sometimes developer incentives such as paid stamp duty or part-exchange schemes.</p><p><strong>The case for resale:</strong> Typically cheaper per square foot. The new build premium ranges from 5-20% and tends to depreciate immediately. More variety: established neighbourhoods, larger gardens, period features, proven build quality.</p><p><strong>Watch out for with new builds:</strong> Delays are common - a developer's projected completion is not a guarantee. Always use an independent snagging surveyor before legal completion. Never use the developer's recommended solicitor - they act for the developer, not you.</p><p><strong>Watch out for with resale:</strong> Hidden costs - outdated electrics, ageing boilers, damp, structural movement. All identifiable through a proper Level 2 or 3 survey, which is exactly why you should always commission one.</p>","Buying Guides","new-build,resale,first-time-buyers,buying-guides",1
"Understanding a Mortgage in Principle (AIP)","mortgage-in-principle-aip-guide-uk","An Agreement in Principle takes less than an hour to get and can be the difference between securing your dream home and losing it.","<p>An Agreement in Principle (AIP) - also called a Decision in Principle or Mortgage in Principle - is a conditional statement from a lender confirming they would lend you a specific amount based on your income, outgoings, and a credit check. It is not a mortgage offer. But it is one of the most useful tools a buyer can have.</p><p><strong>Why it matters:</strong> Estate agents take AIP holders more seriously. When a seller receives two equal offers, the mortgage-ready buyer is the lower-risk choice. In competitive markets, not having an AIP can cost you the property.</p><p><strong>Hard vs soft credit checks:</strong> Most lenders run a soft check at AIP stage - no mark on your credit file. Some run a hard check. Ask before they proceed.</p><p><strong>How long it lasts:</strong> Typically 60-90 days. A broker can renew it if needed.</p><p><strong>Common mistakes:</strong> Do not apply with multiple lenders in quick succession - hard search footprints lower your score. Use a whole-of-market broker who applies to one well-matched lender. Do not change jobs, take on new credit, or make large unexplained purchases between AIP and formal mortgage application.</p>","Finance & Mortgages","mortgage,aip,first-time-buyers,finance",1
"How to Improve Your Credit Score Before Applying for a Mortgage","improve-credit-score-mortgage-uk","Your credit score is one of the first things a mortgage lender looks at. Here's exactly how to improve it - and how long each step takes.","<p>Mortgage lenders use your credit history to assess risk. A better score means access to more lenders and lower rates. The good news: most credit issues are fixable with time and the right actions.</p><p><strong>Register on the electoral roll:</strong> This is the single fastest win. Being registered at your current address confirms your identity to lenders. It takes five minutes and improves your score within a few weeks.</p><p><strong>Check your credit file:</strong> Get your report from all three agencies - Experian, Equifax, and TransUnion. Errors are more common than people expect. A wrong address, an old account still showing as open, or a missed payment that wasn't yours can all be disputed and corrected.</p><p><strong>Pay down revolving credit:</strong> Keep credit card utilisation below 30% of your limit. Below 10% is better still. Lenders view high utilisation as a sign of financial stress.</p><p><strong>Don't close old accounts:</strong> Length of credit history matters. An old credit card you rarely use is worth keeping open if it has no fee.</p><p><strong>Avoid new credit applications:</strong> Every hard credit search leaves a footprint. In the six months before a mortgage application, avoid applying for new credit cards, car finance, or loans.</p><p><strong>Space out applications:</strong> If you do need new credit, space applications at least three months apart. Multiple searches in a short window signal financial desperation to lenders.</p>","Finance & Mortgages","mortgage,credit-score,first-time-buyers,finance",1
"What Is Exchange of Contracts and Why Does It Matter?","exchange-of-contracts-uk-explained","Exchange is the moment your purchase becomes legally binding. Here's exactly what happens, what you need to have in place, and what happens if things go wrong.","<p>Exchange of contracts is the most important milestone in a UK property purchase. Until exchange, either party can walk away without legal penalty. After exchange, pulling out means losing your deposit - or facing a claim for damages.</p><p><strong>What happens at exchange:</strong> Both solicitors read out the contract details over the phone simultaneously. This is a formal legal process. The buyer's solicitor transfers the deposit (typically 10% of the purchase price) to the seller's solicitor. A completion date is set and both parties are legally committed to it.</p><p><strong>What you need in place before exchange:</strong> Mortgage offer issued and signed. Buildings insurance arranged from exchange day. Deposit funds cleared and sitting in your solicitor's client account. All survey issues resolved or consciously accepted. Completion date agreed and confirmed with your removal company.</p><p><strong>The gap between exchange and completion:</strong> Typically 1-4 weeks. Some buyers exchange and complete on the same day (simultaneous exchange and completion), which is common for chain-free purchases. In a chain, a gap gives everyone time to organise removals.</p><p><strong>If the seller pulls out after exchange:</strong> They are in breach of contract. You can sue for damages and recover costs. This is rare - the legal and financial consequences deter most sellers from pulling out post-exchange.</p>","Legal & Conveyancing","conveyancing,exchange,legal-conveyancing,buying-guides",1
"The Lifetime ISA: How to Use It to Buy Your First Home","lifetime-isa-first-home-buyers-guide","The Lifetime ISA offers a 25% government bonus on your savings - but it comes with strict rules. Here's everything first-time buyers need to know.","<p>The Lifetime ISA (LISA) is one of the most valuable tools available to first-time buyers, and one of the most misunderstood. Used correctly, it gives you a 25% bonus on savings of up to £4,000 per year - that's up to £1,000 of free money annually from the government.</p><p><strong>The basics:</strong> You can open a LISA between ages 18 and 39. You can save up to £4,000 per year. The government adds a 25% bonus, paid monthly. The bonus can be used to buy your first home or accessed at age 60.</p><p><strong>Property rules:</strong> The property must cost £450,000 or less. It must be purchased with a mortgage (cash buyers cannot use LISA funds). You must be a first-time buyer. If buying with a partner, both of you can each have a LISA - potentially £2,000 in bonuses per year between you.</p><p><strong>The withdrawal penalty:</strong> If you withdraw for any reason other than buying a first home or retirement, you pay a 25% penalty - which effectively claws back the bonus and then some. Do not open a LISA unless you are confident about using it for one of its two permitted purposes.</p><p><strong>Open one as early as possible:</strong> If you're between 18 and 39 and haven't bought a home yet, open a LISA today even if you only put in £1. The clock on your annual allowance starts from the date you open the account, not from when you start saving seriously.</p>","Finance & Mortgages","lifetime-isa,first-time-buyers,deposit,finance",1
"Shared Ownership Explained: Is It Right for You?","shared-ownership-explained-uk","Shared ownership lets you buy a share of a property and pay rent on the rest. Here's an honest guide to how it works - and when it makes sense.","<p>Shared ownership is a government-backed scheme that allows you to buy a share of a property - typically between 10% and 75% - and pay subsidised rent on the remaining share to a housing association. Over time, you can buy more shares in a process called staircasing, up to 100% ownership in most cases.</p><p><strong>Who it's for:</strong> Shared ownership is designed for buyers who cannot afford to purchase outright on the open market. Eligibility criteria apply: in most cases your household income must be below £80,000 (£90,000 in London), and you must be a first-time buyer or a former homeowner who can no longer afford to buy.</p><p><strong>The costs:</strong> You'll need a deposit of 5-10% of your share value (not the full property value), plus a mortgage on your share, plus rent on the unsold share, plus service charges if it's a leasehold flat. Run all three costs together - mortgage, rent, and service charge - before comparing to open market alternatives.</p><p><strong>Staircasing:</strong> Buying additional shares is calculated at market value at the time of purchase, not at the original price. In a rising market, staircasing becomes more expensive over time. Factor this into your long-term plan.</p><p><strong>Resale restrictions:</strong> Most shared ownership properties must first be offered back to the housing association for a set period before you can sell on the open market. Check the resale terms before you buy.</p>","Buying Guides","shared-ownership,first-time-buyers,buying-guides",1
"What Is a Property Chain and How Do You Manage It?","property-chain-uk-explained","Chains are the single biggest source of delay and fall-throughs in UK property. Here's how they work and what you can do to protect yourself.","<p>A property chain is a sequence of linked transactions where each sale depends on the completion of the next. You are buying from someone who is buying from someone else, and they may be buying from someone else again. When one link breaks, the entire chain can collapse.</p><p><strong>Why chains fall through:</strong> Mortgage problems, survey issues, a buyer pulling out at the top of the chain, solicitor delays, or a seller getting a better offer. According to industry data, around 30% of agreed sales in England never complete.</p><p><strong>How to assess chain risk:</strong> Ask the estate agent how long the chain is and whether anyone in it has already had a purchase fall through. A short chain (two or three parties) is significantly lower risk than a chain of six or seven.</p><p><strong>Chain-free properties:</strong> Probate sales, new builds, properties owned by investors, and properties where the seller is moving into rented accommodation or a care home are all chain-free or near chain-free. These command a premium - it is usually worth paying.</p><p><strong>What to do if your chain stalls:</strong> Keep communication open through your solicitor and estate agent. Set reasonable deadlines with the agents for each party to confirm their position. If a link becomes untenable, explore whether you can restructure - temporarily renting, for example, can break a chain and save the transaction.</p>","Buying Guides","conveyancing,chain,buying-guides",0
"How Mortgage Rates Work in the UK: Fixed, Tracker, and SVR","mortgage-rates-explained-uk","Fixed, tracker, variable - what does it all mean and which mortgage rate type is right for you? Here's the plain-English guide.","<p>The interest rate on your mortgage determines your monthly payment and the total cost of borrowing. Understanding the three main rate types is essential before you speak to a lender or broker.</p><p><strong>Fixed rate:</strong> Your interest rate is locked for a set period - typically 2, 3, or 5 years. Your monthly payment stays the same regardless of what happens to the Bank of England base rate. Predictability is the key benefit. The trade-off is that if rates fall, you don't benefit - and early repayment charges apply if you want to switch before the fixed term ends.</p><p><strong>Tracker rate:</strong> Your rate moves in line with the Bank of England base rate, plus a fixed margin. If the base rate rises, so does your payment; if it falls, so does your payment. Tracker mortgages typically have no early repayment charges, giving you flexibility to switch. They suit buyers who expect rates to fall or who want the freedom to remortgage quickly.</p><p><strong>Standard Variable Rate (SVR):</strong> The lender's default rate - usually 1-3% higher than their best deals. You revert to the SVR automatically when a fixed or tracker deal ends. Never sit on the SVR for longer than a few months. Remortgage or switch product as soon as your deal expires.</p><p><strong>What to choose:</strong> In a rising rate environment, fixes offer protection. In a falling rate environment, trackers offer savings. A whole-of-market broker can model both scenarios for your specific loan size and term.</p>","Finance & Mortgages","mortgage,mortgage-rates,finance",0
"How to View a Property: What to Look For","how-to-view-property-uk","Most buyers spend 20 minutes at a viewing and miss the things that matter. Here's a professional checklist of what to look for and what questions to ask.","<p>An estate agent's job at a viewing is to present the property in its best light. Your job is to assess it clearly. Here's a structured approach to viewing that goes beyond first impressions.</p><p><strong>Before you arrive:</strong> Check the listing photos against what you see in person. Note what's been deliberately cropped out. Look up the property on Google Street View across different years - changes to the exterior can be revealing.</p><p><strong>External checks:</strong> Look at the roof from the street - missing or slipped tiles, sagging ridges, and blocked gutters are visible without a ladder. Check the pointing (mortar between bricks) - crumbling pointing allows moisture in. Note any cracks, especially diagonal ones near door or window frames, which can indicate structural movement.</p><p><strong>Internal checks:</strong> Feel the walls for dampness. Smell for musty odours in cupboards and under stairs. Check that windows open and close properly. Look for fresh paint in isolated areas - it may be hiding damp. Test every tap, flush every toilet, and check water pressure.</p><p><strong>Ask the agent:</strong> Why is the seller moving? How long has it been on the market? Has the price been reduced? Have any offers previously fallen through and why? Are the neighbours owner-occupiers or renting? Has there been any insurance claims on the property?</p><p><strong>Second viewings:</strong> Always do a second viewing before making an offer, ideally at a different time of day and with someone who wasn't there the first time. Fresh eyes notice things you've stopped seeing.</p>","Buying Guides","viewings,buying-guides,research",0
"What Are Property Searches and Why Do You Need Them?","property-searches-explained-uk","Your solicitor will order searches on any property you buy - but what are they, what do they reveal, and can any be skipped? Here's the complete guide.","<p>Property searches are enquiries made by your solicitor to various authorities to uncover information about a property that wouldn't appear on the title deeds or in the seller's replies to enquiries. They are a standard part of conveyancing and cannot be skipped if you are buying with a mortgage.</p><p><strong>Local authority search:</strong> The most important search. Reveals planning history, enforcement notices, proposed road schemes, compulsory purchase orders, and whether the property is in a conservation area or listed. Takes 1-5 weeks depending on the local authority - a common source of delay.</p><p><strong>Water and drainage search:</strong> Confirms whether the property is connected to mains water and sewerage, and whether any public sewer runs beneath the land (which would restrict building works).</p><p><strong>Environmental search:</strong> Checks for contaminated land, flood risk, ground stability, and proximity to landfill sites. Particularly important for properties near former industrial sites or watercourses.</p><p><strong>Coal mining search:</strong> Required in former mining areas - parts of Yorkshire, the Midlands, South Wales, and the North East. Reveals whether the property is in an area of historic underground mining that could affect stability.</p><p><strong>Chancel repair search:</strong> A lesser-known search that checks whether the property owner has liability to contribute to the repair costs of a local church chancel - a medieval obligation that still legally exists in some parishes.</p><p>Search fees typically total £300-£500 and are included in your solicitor's overall quote. They cannot be waived if you have a mortgage.</p>","Legal & Conveyancing","conveyancing,searches,legal-conveyancing",0
"How to Make an Offer on a House in the UK","how-to-make-an-offer-on-a-house-uk","Making an offer is more than just picking a number. Here's how to position yourself as the best buyer - not just the highest bidder.","<p>An offer in the UK is made verbally or in writing to the estate agent. It is not legally binding - either party can walk away until exchange of contracts. But how you make an offer shapes the seller's perception of you as a buyer, and that perception influences whether your offer is accepted.</p><p><strong>Know your number before you call:</strong> Research Land Registry sold prices for comparable properties within 0.25 miles in the past six months. Adjust for size, condition, and location. This gives you a defensible figure rather than a guess.</p><p><strong>Present your position clearly:</strong> When making an offer, state: your deposit amount, that you have an AIP, that a solicitor is instructed, and your desired timeline. A seller choosing between a £5,000 lower offer from a prepared buyer and a higher offer from someone still arranging a mortgage will often take the lower offer.</p><p><strong>Write a short personal letter:</strong> Particularly effective on properties that have been the seller's family home. Briefly explain who you are, why you love the property, and why you intend to proceed quickly and without fuss. Keep it to three or four sentences. It costs nothing and occasionally makes a meaningful difference.</p><p><strong>Don't reveal your ceiling:</strong> Never tell an agent your maximum budget. They are obligated to pass all relevant information to the seller, and that ceiling becomes the seller's floor.</p>","Buying Guides","negotiation,offer,buying-guides",0
"Help to Buy: What Replaced It in 2025?","help-to-buy-replacement-2025-uk","Help to Buy closed in 2023. Here's what schemes are available for first-time buyers in 2025 and how they compare.","<p>The Help to Buy Equity Loan scheme, which helped over 350,000 buyers between 2013 and 2023, closed to new applicants in March 2023. Several alternatives are now available, each with different eligibility criteria and trade-offs.</p><p><strong>Mortgage Guarantee Scheme:</strong> Allows buyers to purchase with a 5% deposit on properties up to £600,000. The government guarantees part of the mortgage, allowing lenders to offer 95% LTV products they might not otherwise provide. Extended to December 2025.</p><p><strong>Shared Ownership:</strong> Buy a share of between 10% and 75% and pay rent on the rest. Available on new builds and some resale shared ownership properties. Income cap of £80,000 (£90,000 in London).</p><p><strong>First Homes scheme:</strong> New build properties sold at a minimum 30% discount to first-time buyers and key workers. The discount is permanent - when you sell, the next buyer also receives the same percentage discount. Availability is limited and location-specific.</p><p><strong>Lifetime ISA:</strong> Not a buying scheme per se, but the government bonus of 25% on savings up to £4,000 per year remains the single best savings incentive available to first-time buyers under 40. Use it alongside whichever buying scheme applies to your situation.</p>","Finance & Mortgages","first-time-buyers,help-to-buy,schemes,finance",1
"What Is a Homebuyer's Report? Level 2 Survey Explained","homebuyers-report-level-2-survey-uk","The Level 2 Homebuyer's Report is the most commonly purchased survey in the UK. Here's what it covers, what it costs, and when it's not enough.","<p>The RICS Level 2 Homebuyer's Report - now formally called the RICS Home Survey Level 2 - is a visual inspection of a property carried out by a chartered surveyor. It is the most commonly purchased independent survey in the UK and the appropriate choice for most conventionally built properties in reasonable condition.</p><p><strong>What it covers:</strong> The surveyor inspects all accessible areas of the property - roof, walls, floors, windows, services, drainage, and outbuildings - and rates each element using a traffic-light system: green (no concern), amber (monitor or investigate), red (requires urgent attention). The report also includes a market valuation and an insurance reinstatement figure.</p><p><strong>What it doesn't cover:</strong> The surveyor does not lift floorboards, inspect inside walls, or test heating and electrical systems in detail. Hidden defects - behind plasterboard, under carpets, within cavity walls - may not be identified. For properties with suspected serious issues, a Level 3 Building Survey is more appropriate.</p><p><strong>Cost:</strong> Typically £400-£700 depending on property size, location, and surveyor. Always commission your own independently - do not use a surveyor recommended by the estate agent or lender.</p><p><strong>How to use the findings:</strong> A red or amber rating on a significant element is a basis for renegotiation. Get specialist quotes for any identified work before deciding whether to renegotiate or withdraw.</p>","Buying Guides","surveys,homebuyer-report,conveyancing",0
"How to Spot Damp in a Property Before You Buy","how-to-spot-damp-uk-property","Damp is one of the most common - and most misrepresented - problems in UK housing. Here's how to identify it before it becomes your problem.","<p>Damp is the word estate agents avoid and surveyors flag most often. It takes several forms, each with different causes and costs, and they are frequently confused - sometimes deliberately. Here's how to tell them apart.</p><p><strong>Rising damp:</strong> Groundwater drawing up through masonry due to a failed or absent damp-proof course (DPC). Visible as a tide mark on lower walls, typically below 1 metre, often accompanied by white salt deposits (efflorescence). True rising damp is rarer than damp-proofing companies suggest - it is frequently misdiagnosed to sell unnecessary treatment.</p><p><strong>Penetrating damp:</strong> Water entering through the fabric of the building - failed pointing, cracked render, blocked gutters, a leaking roof, or defective window seals. The source is usually visible or traceable. Fix the cause, not just the symptom.</p><p><strong>Condensation damp:</strong> The most common form. Warm moist air hits cold surfaces and deposits moisture. Found in poorly ventilated rooms - bathrooms, kitchens, and north-facing bedrooms. Usually addressed with improved ventilation and insulation rather than structural works.</p><p><strong>What to check at a viewing:</strong> Smell rooms carefully, especially in cupboards. Look for staining on ceilings below bathrooms. Check the base of external walls inside and out. Press walls firmly - a soft or powdery feel suggests moisture. Check the loft if accessible.</p><p><strong>If damp is suspected:</strong> Commission a Level 3 Building Survey and ask the surveyor to specifically assess the damp. Get two or three specialist quotes - the range can be enormous and the diagnosis often varies.</p>","Buying Guides","surveys,damp,property-condition,buying-guides",0
"Gazumping and Gazundering: What They Are and How to Protect Yourself","gazumping-gazundering-uk-property","Both gazumping and gazundering are legal in England and Wales. Here's what they mean, when they happen, and how to reduce your exposure.","<p>England and Wales have one of the least buyer-friendly pre-exchange periods in the world. Until contracts are exchanged, either party can change their position - and both gazumping and gazundering are entirely legal.</p><p><strong>Gazumping</strong> occurs when a seller accepts a higher offer from another buyer after already accepting your offer. It typically happens in rising markets when demand is high and agents feel confident finding a better buyer. The original buyer loses all their survey, solicitor, and search costs - typically £1,500-£3,000.</p><p><strong>Gazundering</strong> occurs when a buyer reduces their offer at the last minute - usually just before exchange - knowing the seller is committed and under time pressure. It is a calculated negotiating tactic that works because the seller has often already incurred costs and has their own chain to think about.</p><p><strong>How to protect against gazumping:</strong> Move fast. Instruct a solicitor and survey immediately. Request that the seller takes the property off the market as a condition of your offer. Consider a lock-out agreement - a short-period exclusivity agreement where the seller agrees not to negotiate with other parties while you proceed. Your solicitor can draft one.</p><p><strong>How to protect against gazundering:</strong> Have your survey and solicitor work completed early so you are in a strong position. A well-prepared buyer with no outstanding issues has little reason to reduce an offer.</p>","Buying Guides","negotiation,gazumping,buying-guides",0
"Buying Property at Auction in the UK","buying-property-at-auction-uk","Property auctions offer speed, certainty, and sometimes value - but they come with risks most buyers aren't prepared for. Here's what you need to know.","<p>Buying at auction is fundamentally different from a private treaty sale. When the hammer falls, you are legally bound. There is no survey period, no negotiation, no cooling off. You exchange contracts on the day and must complete - usually within 28 days or 56 days for modern method auctions. If you can't, you lose your deposit and may be liable for additional costs.</p><p><strong>Types of auction:</strong> Traditional (unconditional) auctions complete within 28 days of the hammer. Modern method (conditional) auctions allow 56 days and the winning bid pays a reservation fee. Modern method properties also appear on Rightmove - if the listing says 'sold STC' but shows an estate agent alongside an auction house, read the terms carefully.</p><p><strong>Before you bid:</strong> Download the legal pack from the auction house and instruct a solicitor to review it before the auction day - not after. Commission your survey in advance. Arrange mortgage approval in principle or confirm cash funds are available. Understand the buyer's premium: most auctions charge a fee of 2-5% on top of the hammer price.</p><p><strong>On the day:</strong> Set a maximum bid and do not exceed it. Auctions are designed to create competitive pressure. The rooms - physical and online - are engineered to make bidding feel low-stakes. It isn't.</p>","Buying Guides","auction,buying-guides,legal-conveyancing",0
"How the Land Registry Works and Why It Matters to Buyers","land-registry-uk-buyers-guide","Every property sold in England and Wales is registered with HM Land Registry. Here's what that means for buyers and how to use the register to your advantage.","<p>HM Land Registry is the government body responsible for registering ownership of land and property in England and Wales. Understanding what it contains - and how to access it - is a practical skill for any buyer.</p><p><strong>What the register contains:</strong> The register holds the official record of who owns a property, any mortgages or charges secured against it, restrictive covenants (limitations on what you can do with the land), rights of way, and easements. Your solicitor will review this as part of conveyancing - but you can look too.</p><p><strong>How to access it:</strong> You can search the Land Registry for any registered property at gov.uk/search-property-information-land-registry. The title register costs £3 to download. The title plan shows the property's boundaries.</p><p><strong>Sold prices:</strong> Land Registry data is the most reliable source of UK sold prices. The data is published with a 1-2 month lag. You can search sold prices by postcode at gov.uk/find-out-ownership-and-sold-prices.</p><p><strong>What to look for as a buyer:</strong> Ask your solicitor to flag any restrictive covenants - for example, a restriction against running a business from the property, or a requirement to maintain a shared driveway. These can affect what you do with the property and its future saleability.</p>","Legal & Conveyancing","land-registry,conveyancing,legal-conveyancing",0
